"","X","case_id","year2020","continuous_treat","binary_treat","withdraw_school","agri_hours_worked","cereal_consump","roots_consump","nuts_consump","vegetables_consump","meatfish_consump","fruit_consump","milk_consump","fats_consump","sugar_consump","spices_consump","days_ate","religion","own_nonagri_business","perception_food","perception_housing","perception_clothing","perception_healthcare","floods","urban","district","sdate","smonth","syear","real_annual_consump","health_consump","drugs_consump","outpatient_consump","hospitalization_consump","dist_road","dist_popcenter","wetness_index","annual_mean_temp","annual_precipitation","ill_2wks","year_cont","cant_feed_fam","did","illness_cause_1","illness_cause_2","loss_after_death","loss_value","died_from_illness","stop_activities_past_week","anyone_else_stop_activities","spending_4wks_illnesses","hosp_12mnths","cost_hosp","borrow_sell_fund_treatment","lat","long","binary_treat_nann","site_id","site_type","site_is_health_center","site_accessibility","site_number_of_IDPs","binary_treat_nann_4km","site_id_of_nearest_4km","binary_treat_nann_3km","site_id_of_nearest_3km","binary_treat_nann_2km","site_id_of_nearest_2km","binary_treat_nann_6km","site_id_of_nearest_6km","binary_treat_nann_7km","site_id_of_nearest_7km","binary_treat_nann_10km","site_id_of_nearest_10km","hh_size","highest_educ"
"1292",1292,311047680139,0,5,1,0,0,7,2,3,4,2,2,0,3,2,7,7,"christianity",0,"It was less than adequate for household needs","It was just adequate for household needs","It was less than adequate for household needs",3,0,0,"Nsanje",8,"March",2017,408219.03125,0,0,0,0,8,45,14,256,863,1,2016,1,0,NA,NA,0,NA,0,0,NA,0,0,NA,NA,-16.506757,35.151249,TRUE,"NS_001","School",0,1,1949,1,"NS_001",1,"NS_001",1,"NS_001",1,"NS_001",1,"NS_001",1,"NS_001",2,NA
"1293",1293,311047680154,0,5,1,0,0,7,0,4,4,4,2,2,4,3,7,7,"none",1,"It was just adequate for household needs","It was less than adequate for household needs","It was just adequate for household needs",2,0,0,"Nsanje",8,"March",2017,1104745.25,0,0,0,0,8,45,14,256,876,1,2016,1,0,NA,NA,0,NA,0,NA,NA,0,0,NA,NA,-16.506757,35.151249,TRUE,"NS_001","School",0,1,1949,1,"NS_001",1,"NS_001",1,"NS_001",1,"NS_001",1,"NS_001",1,"NS_001",5,NA
"1294",1294,311047680169,0,5,1,0,8,5,1,3,3,2,2,0,3,1,7,7,"none",0,"It was less than adequate for household needs","It was just adequate for household needs","It was less than adequate for household needs",2,0,0,"Nsanje",8,"March",2017,139717.59375,1226.95007324219,1226.95007324219,0,0,8,45,15,256,863,1,2016,1,0,NA,NA,0,NA,0,3,0,0,0,NA,NA,-16.506757,35.151249,TRUE,"NS_001","School",0,1,1949,1,"NS_001",1,"NS_001",1,"NS_001",1,"NS_001",1,"NS_001",1,"NS_001",1,NA
"1295",1295,311047680184,0,5,1,0,12,7,0,2,3,2,0,0,7,7,7,7,"christianity",0,"It was less than adequate for household needs","It was just adequate for household needs","It was less than adequate for household needs",3,0,0,"Nsanje",8,"March",2017,950051.5,9438.0771484375,0,0,9438.0771484375,8,45,14,256,863,1,2016,1,0,NA,NA,0,NA,0,NA,NA,0,0,NA,NA,-16.506757,35.151249,TRUE,"NS_001","School",0,1,1949,1,"NS_001",1,"NS_001",1,"NS_001",1,"NS_001",1,"NS_001",1,"NS_001",8,NA
"1296",1296,311047680199,0,5,1,0,9,7,0,3,5,3,0,0,3,0,7,7,"christianity",0,"It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",3,0,0,"Nsanje",8,"March",2017,353214.84375,0,0,0,0,7,45,16,256,876,0,2016,1,0,"5",NA,0,NA,1,NA,NA,0,0,NA,NA,-16.506757,35.151249,TRUE,"NS_001","School",0,1,1949,1,"NS_001",1,"NS_001",1,"NS_001",1,"NS_001",1,"NS_001",1,"NS_001",5,NA
"1297",1297,311047680214,0,5,1,0,0,7,0,2,3,3,0,0,2,3,7,7,"christianity",0,"It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",3,0,0,"Nsanje",9,"March",2017,320442.625,245.390014648438,245.390014648438,0,0,7,45,16,256,876,1,2016,1,0,NA,NA,0,NA,0,NA,NA,0,0,NA,NA,-16.506757,35.151249,TRUE,"NS_001","School",0,1,1949,1,"NS_001",1,"NS_001",1,"NS_001",1,"NS_001",1,"NS_001",1,"NS_001",6,NA
"1298",1298,311047680229,0,5,1,0,0,7,0,2,3,3,2,0,3,7,7,7,"christianity",0,"It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",3,0,0,"Nsanje",8,"March",2017,497690.4375,0,0,0,0,7,45,16,256,876,1,2016,1,0,NA,NA,0,NA,0,NA,NA,0,0,NA,NA,-16.506757,35.151249,TRUE,"NS_001","School",0,1,1949,1,"NS_001",1,"NS_001",1,"NS_001",1,"NS_001",1,"NS_001",1,"NS_001",4,NA
"1299",1299,311057690007,0,0,0,0,0,7,2,0,6,2,0,0,2,0,7,7,"christianity",0,"It was less than adequate for household needs","It was just adequate for household needs","It was less than adequate for household needs",3,0,0,"Nsanje",20,"September",2016,405159.4375,0,0,0,0,1,24,13,255,986,0,2016,1,0,NA,NA,0,NA,0,NA,NA,0,0,NA,NA,-16.737738,35.242437,FALSE,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,6,NA
"1300",1300,311057690014,0,0,0,0,0,5,2,1,5,3,0,0,2,0,5,7,"none",0,"It was just adequate for household needs","It was just adequate for household needs","It was just adequate for household needs",2,0,0,"Nsanje",20,"September",2016,190975.84375,0,0,0,0,1,24,15,255,986,1,2016,1,0,NA,NA,0,NA,0,2,0,0,0,NA,NA,-16.737738,35.242437,FALSE,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NA
"1301",1301,311057690021,0,0,0,0,0,7,7,2,5,1,1,0,0,1,7,4.66666666666667,"christianity",0,"It was less than adequate for household needs","It was just adequate for household needs","It was just adequate for household needs",3,0,0,"Nsanje",20,"September",2016,431736.03125,3511.20678710938,3511.20678710938,0,0,0,23,13,256,977,1,2016,1,0,NA,NA,0,NA,0,NA,NA,0,0,NA,NA,-16.737738,35.242437,FALSE,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,3,NA
"1302",1302,311057690036,0,0,0,0,0,7,2,0,6,1,0,0,7,7,7,7,"christianity",0,"It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",3,0,0,"Nsanje",20,"September",2016,694262.3125,1350.46411132812,1350.46411132812,0,0,0,25,13,255,982,1,2016,1,0,NA,NA,0,NA,0,NA,NA,0,0,NA,NA,-16.737738,35.242437,FALSE,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,5,NA
"1303",1303,311057690043,0,0,0,0,0,7,7,4,7,2,2,3,7,1,7,7,"christianity",0,"It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",3,0,0,"Nsanje",20,"September",2016,1063116.125,50694.34765625,0,0,50694.34765625,2,24,14,255,989,0,2016,1,0,NA,NA,0,NA,0,NA,NA,0,0,NA,NA,-16.737738,35.242437,FALSE,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,5,NA
"1304",1304,311057690051,0,0,0,0,0,7,0,5,0,1,0,0,0,0,7,7,"christianity",0,"It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",3,0,0,"Nsanje",19,"September",2016,363708.09375,0,0,0,0,1,24,19,255,986,1,2016,1,0,NA,NA,0,NA,0,NA,NA,0,0,NA,NA,-16.737738,35.242437,FALSE,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,5,NA
"1305",1305,311057690066,0,0,0,0,5,7,2,3,4,3,1,0,4,2,7,7,"christianity",0,"It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",2,0,0,"Nsanje",20,"September",2016,897025.5,2597.04638671875,0,0,2597.04638671875,0,23,16,255,977,1,2016,0,0,NA,NA,0,NA,0,NA,NA,0,0,NA,NA,-16.737738,35.242437,FALSE,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,3,NA
"1306",1306,311057690073,0,0,0,0,0,7,3,1,3,1,1,0,2,0,7,5.6,"christianity",0,"It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",3,0,0,"Nsanje",20,"September",2016,478945.3125,3635.86499023438,0,3635.86499023438,0,0,25,13,255,982,1,2016,1,0,NA,NA,0,NA,0,NA,NA,0,0,NA,NA,-16.737738,35.242437,FALSE,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,5,NA
"1307",1307,311057690080,0,0,0,0,0,7,2,3,7,4,2,0,7,3,7,7,"christianity",0,"It was just adequate for household needs","It was more than adequate for household needs","It was just adequate for household needs",2,0,0,"Nsanje",19,"September",2016,624859,2700.92822265625,2700.92822265625,0,0,2,24,14,255,989,1,2016,1,0,NA,NA,0,NA,0,6,4,0,0,NA,NA,-16.737738,35.242437,FALSE,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,3,NA
