"","case_id","continuous_treat","binary_treat","religion","days_ate","withdraw_school","ill_2wks","agri_hours_worked","cereal_consump","roots_consump","nuts_consump","vegetables_consump","meatfish_consump","fruit_consump","milk_consump","fats_consump","sugar_consump","spices_consump","cant_feed_fam","own_nonagri_business","perception_food","perception_housing","perception_clothing","perception_healthcare","floods","real_annual_consump","health_consump","drugs_consump","outpatient_consump","hospitalization_consump","lat","lon","dist_road","dist_popcenter","wetness_index","annual_mean_temp","annual_precipitation","year2020","urban","district","sdate","smonth","syear"
"403","309010540031",3,1,"islam",7,0,1,47,7,4,2,7,5,3,0,7,7,7,0,0,1,2,1,1,0,293196.4375,1752.45104980469,1752.45104980469,0,0,-15.5762996673584,35.5518989562988,29.2800006866455,33.4900016784668,14,224,1421,0,"rural","Phalombe",20,5,2010
"404","309010540053",3,1,"christianity",7,0,0,2,7,4,2,7,7,0,0,7,7,7,0,0,2,2,2,2,0,709035.4375,159.313735961914,159.313735961914,0,0,-15.5762996673584,35.5518989562988,29.5200004577637,33.7599983215332,15,224,1421,0,"rural","Phalombe",20,5,2010
"405","309010540063",3,1,"christianity",7,0,0,12,7,0,0,7,4,0,0,3,0,7,0,0,1,1,1,1,0,119892.15625,0,0,0,0,-15.5762996673584,35.5518989562988,29.4699993133545,33.7700004577637,19,225,1414,0,"rural","Phalombe",20,5,2010
"406","309010540074",3,1,"christianity",7,0,0,54,7,0,0,4,3,0,0,2,0,7,0,0,1,1,1,1,0,188666.6875,0,0,0,0,-15.5762996673584,35.5518989562988,29.2000007629395,33.4799995422363,13,225,1414,0,"rural","Phalombe",20,5,2010
"407","309010540096",3,1,"christianity",7,0,0,42,7,0,0,7,1,0,0,0,0,7,1,0,1,1,1,1,0,59498.55078125,0,0,0,0,-15.5762996673584,35.5518989562988,30.2800006866455,34.3600006103516,19,224,1430,0,"rural","Phalombe",20,5,2010
"408","309010540106",3,1,"christianity",7,0,1,20,7,4,3,7,2,0,0,3,0,7,0,0,3,1,3,3,0,112424.8671875,318.627471923828,318.627471923828,0,0,-15.5762996673584,35.5518989562988,28.9799995422363,33.2400016784668,14,225,1414,0,"rural","Phalombe",20,5,2010
"409","309010540117",3,1,"christianity",7,0,0,6,7,3,3,7,0,0,0,3,7,7,0,0,3,1,3,3,0,157848.484375,0,0,0,0,-15.5762996673584,35.5518989562988,29.8899993896484,34.2799987792969,14,225,1416,0,"rural","Phalombe",20,5,2010
"410","309010540139",3,1,"christianity",7,0,0,36,7,1,3,7,4,7,0,7,7,7,1,0,2,2,2,2,0,338322.8125,3186.27465820312,3186.27465820312,0,0,-15.5762996673584,35.5518989562988,29.6200008392334,34.0099983215332,14,225,1416,0,"rural","Phalombe",20,5,2010
"411","309010540149",3,1,"christianity",7,0,1,0,7,4,3,7,4,3,0,4,4,7,0,1,2,2,2,2,0,337796.375,35049.01953125,17524.509765625,17524.509765625,0,-15.5762996673584,35.5518989562988,29.0599994659424,33.25,17,224,1420,0,"rural","Phalombe",20,5,2010
"412","309010540160",3,1,"christianity",7,0,0,16,7,3,3,7,2,2,0,7,0,7,0,0,3,1,3,3,0,145899.859375,0,0,0,0,-15.5762996673584,35.5518989562988,29.0900001525879,33.3300018310547,13,225,1414,0,"rural","Phalombe",20,5,2010
"413","309010540182",3,1,"christianity",7,0,1,16,7,3,4,7,4,0,7,7,7,7,0,0,3,2,3,3,0,196261.28125,637.254943847656,637.254943847656,0,0,-15.5762996673584,35.5518989562988,29.6900005340576,34.0099983215332,13,225,1416,0,"rural","Phalombe",20,5,2010
"414","309010540193",3,1,"christianity",7,0,0,36,7,2,0,7,4,0,0,7,0,7,1,0,1,1,1,1,0,146088.65625,0,0,0,0,-15.5762996673584,35.5518989562988,29.9099998474121,34.0400009155273,13,224,1430,0,"rural","Phalombe",20,5,2010
"415","309010540225",3,1,"christianity",7,0,1,3,7,0,3,7,2,0,0,0,3,7,1,0,1,1,1,1,0,149495.390625,15931.373046875,7965.6865234375,7965.6865234375,0,-15.5762996673584,35.5518989562988,29.3400001525879,33.5400009155273,18,224,1421,0,"rural","Phalombe",20,5,2010
"416","309011930015",5,1,"christianity",7,0,1,20,7,3,0,7,6,0,0,1,7,7,1,0,2,2,2,2,0,289248.09375,0,0,0,0,-15.5263004302979,35.6705017089844,34.8800010681152,40.2099990844727,36,226,1433,0,"rural","Phalombe",23,2,2011
"417","309011930027",5,1,"christianity",7,0,1,15,7,2,0,7,6,2,0,3,7,7,1,0,2,2,2,2,0,273956.21875,1979.26489257812,0,0,1979.26489257812,-15.5263004302979,35.6705017089844,34.7599983215332,40.0900001525879,36,226,1433,0,"rural","Phalombe",23,2,2011
"418","309011930039",5,1,"christianity",7,0,0,28,7,1,0,7,2,1,0,2,0,7,1,0,2,2,2,2,0,68793.5859375,0,0,0,0,-15.5263004302979,35.6705017089844,34.6399993896484,40,36,226,1433,0,"rural","Phalombe",23,2,2011
"419","309011930051",5,1,"christianity",7,0,1,35,7,2,0,7,3,4,0,0,0,7,1,0,2,2,2,2,0,253755.875,4241.28173828125,0,0,4241.28173828125,-15.5263004302979,35.6705017089844,34.8899993896484,40.25,36,226,1433,0,"rural","Phalombe",24,2,2011
"420","309011930076",5,1,"christianity",7,0,0,4,7,2,1,7,2,0,0,2,0,7,1,0,1,2,1,1,0,101528.953125,1225.25915527344,1225.25915527344,0,0,-15.5263004302979,35.6705017089844,35.0999984741211,40.6100006103516,36,227,1428,0,"rural","Phalombe",23,2,2011
"421","309011930088",5,1,"christianity",7,0,1,20,7,1,0,7,2,2,0,2,4,7,1,0,1,2,1,1,0,94978.421875,0,0,0,0,-15.5263004302979,35.6705017089844,35.1399993896484,40.6300010681152,36,227,1428,0,"rural","Phalombe",23,2,2011
"422","309011930100",5,1,"christianity",7,0,1,3,7,0,0,7,2,0,0,0,0,7,1,0,1,2,1,1,0,46130.0703125,0,0,0,0,-15.5263004302979,35.6705017089844,35,40.5,36,226,1426,0,"rural","Phalombe",24,2,2011
"423","309011930112",5,1,"christianity",7,0,1,7,7,2,4,7,4,3,2,5,7,7,0,1,2,2,2,2,0,263224.75,5023.56298828125,3063.14794921875,0,1960.41467285156,-15.5263004302979,35.6705017089844,34.9199981689453,40.4000015258789,36,226,1426,0,"rural","Phalombe",24,2,2011
"424","309011930137",5,1,"christianity",7,0,0,30,7,1,0,7,2,0,0,0,0,7,1,0,1,1,1,1,0,74353.09375,0,0,0,0,-15.5263004302979,35.6705017089844,35.3800010681152,40.8800010681152,36,226,1435,0,"rural","Phalombe",23,2,2011
"425","309011930149",5,1,"christianity",7,0,0,30,7,0,0,6,4,0,0,2,0,7,1,0,1,1,1,1,0,65627.90625,0,0,0,0,-15.5263004302979,35.6705017089844,34.6300010681152,39.9900016784668,36,226,1433,0,"rural","Phalombe",23,2,2011
"426","309011930161",5,1,"christianity",7,0,0,48,7,1,1,7,6,1,1,1,2,7,1,0,1,2,1,1,0,89411.0703125,0,0,0,0,-15.5263004302979,35.6705017089844,35,40.4500007629395,36,226,1433,0,"rural","Phalombe",24,2,2011
"427","309011930173",5,1,"christianity",7,0,0,48,7,0,0,7,3,0,0,0,0,7,1,0,1,2,1,1,0,69922.921875,0,0,0,0,-15.5263004302979,35.6705017089844,34.9300003051758,40.3499984741211,36,226,1433,0,"rural","Phalombe",24,2,2011
"428","309011930198",5,1,"christianity",3,0,0,8,3,2,0,6,2,0,0,0,0,6,1,0,1,1,1,1,0,65362.8671875,0,0,0,0,-15.5263004302979,35.6705017089844,36.3400001525879,41.7200012207031,36,226,1440,0,"rural","Phalombe",24,2,2011
"429","309011930210",5,1,"christianity",7,0,0,33,7,0,0,7,5,0,0,4,0,7,0,0,2,2,2,2,0,107340.84375,0,0,0,0,-15.5263004302979,35.6705017089844,35.3300018310547,40.7799987792969,36,226,1435,0,"rural","Phalombe",24,2,2011
"430","309011930222",5,1,"christianity",7,0,0,58,7,0,0,7,4,0,0,0,0,7,0,0,3,3,3,3,0,121505.2421875,0,0,0,0,-15.5263004302979,35.6705017089844,35.939998626709,41.4900016784668,36,227,1437,0,"rural","Phalombe",23,2,2011
"431","309011930246",5,1,"christianity",7,0,0,40,7,0,0,7,3,0,0,2,0,7,0,0,2,2,2,2,0,49663.27734375,0,0,0,0,-15.5263004302979,35.6705017089844,35.1253318786621,40.5566673278809,36,226.199996948242,1432.40002441406,0,"rural","Phalombe",23,2,2011
"432","309012530010",1,1,"christianity",7,0,1,76,7,0,0,7,1,1,0,0,0,7,1,0,1,1,1,1,0,69000.0078125,0,0,0,0,-15.6555995941162,35.6861000061035,46.6599998474121,53.2299995422363,18,225,1567,0,"rural","Phalombe",2,12,2010
"433","309012530018",1,1,"christianity",7,0,1,22,7,0,0,7,1,7,0,0,0,7,1,0,1,1,1,1,0,34619.2734375,0,0,0,0,-15.6555995941162,35.6861000061035,46.8400001525879,53.1100006103516,15,225,1567,0,"rural","Phalombe",2,12,2010
"434","309012530026",1,1,"christianity",7,0,1,36,7,0,0,7,3,0,0,2,0,7,1,0,1,1,1,1,0,72018.828125,0,0,0,0,-15.6555995941162,35.6861000061035,46.810001373291,52.8199996948242,14,225,1556,0,"rural","Phalombe",3,12,2010
"435","309012530035",1,1,"christianity",7,0,0,28,7,0,1,7,2,7,0,2,0,7,1,0,2,2,2,2,0,170895.359375,0,0,0,0,-15.6555995941162,35.6861000061035,46.9799995422363,53,13,225,1556,0,"rural","Phalombe",3,12,2010
"436","309012530051",1,1,"christianity",7,1,1,12,7,1,3,5,4,2,0,0,0,7,0,0,2,2,2,2,0,71412.125,0,0,0,0,-15.6555995941162,35.6861000061035,46.7200012207031,53.2200012207031,18,225,1567,0,"rural","Phalombe",3,12,2010
"437","309012530059",1,1,"christianity",7,0,0,22,7,1,4,4,2,1,0,0,0,7,0,0,1,1,1,1,0,113283.109375,0,0,0,0,-15.6555995941162,35.6861000061035,47.25,52.5099983215332,19,225,1556,0,"rural","Phalombe",3,12,2010
"438","309012530067",1,1,"christianity",7,0,1,44,7,0,4,5,4,2,0,4,7,7,0,0,3,2,3,3,0,257943.515625,0,0,0,0,-15.6555995941162,35.6861000061035,46.5800018310547,53.4099998474121,17,225,1567,0,"rural","Phalombe",2,12,2010
"439","309012530075",1,1,"christianity",5,0,0,28,5,3,0,5,4,3,0,0,0,5,1,0,2,2,2,2,0,106373.0078125,0,0,0,0,-15.6555995941162,35.6861000061035,46.75,53.2099990844727,14,225,1567,0,"rural","Phalombe",2,12,2010
"440","309012530100",1,1,"christianity",7,0,1,60,7,0,0,5,2,5,0,0,0,7,1,0,1,1,1,1,0,132417.40625,2039.7490234375,2039.7490234375,0,0,-15.6555995941162,35.6861000061035,47.1199989318848,52.8600006103516,13,225,1556,0,"rural","Phalombe",2,12,2010
"441","309012530108",1,1,"christianity",7,0,0,40,7,0,7,0,1,2,7,7,7,7,1,0,2,2,2,2,0,140215.734375,0,0,0,0,-15.6555995941162,35.6861000061035,46.7900009155273,53.439998626709,15,225,1567,0,"rural","Phalombe",3,12,2010
"442","309012530116",1,1,"christianity",7,0,1,18,7,0,0,7,2,3,0,0,0,7,1,0,1,1,1,1,0,45175.7421875,679.916320800781,679.916320800781,0,0,-15.6555995941162,35.6861000061035,46.9500007629395,53.1500015258789,19,225,1556,0,"rural","Phalombe",3,12,2010
"443","309012530132",1,1,"christianity",7,0,1,2,7,0,0,7,2,7,0,0,0,7,1,0,1,1,1,1,0,70813.109375,0,0,0,0,-15.6555995941162,35.6861000061035,46.9086685180664,53.0546646118164,15.3333330154419,225,1561.13330078125,0,"rural","Phalombe",2,12,2010
"444","309012530140",1,1,"christianity",7,0,0,2,7,4,6,7,2,6,0,0,0,7,1,0,1,1,1,1,0,116374.5234375,0,0,0,0,-15.6555995941162,35.6861000061035,47.2799987792969,52.7299995422363,13,225,1556,0,"rural","Phalombe",2,12,2010
"445","309012530149",1,1,"christianity",7,0,0,2,7,0,2,7,3,0,0,3,0,7,1,0,1,1,1,1,0,83168.015625,0,0,0,0,-15.6555995941162,35.6861000061035,46.7000007629395,53.439998626709,15,225,1567,0,"rural","Phalombe",3,12,2010
"446","309012530165",1,1,"christianity",7,0,0,4,7,2,4,7,3,2,0,0,6,7,0,0,1,1,1,1,0,342106.4375,0,0,0,0,-15.6555995941162,35.6861000061035,47.1599998474121,52.7799987792969,13,225,1556,0,"rural","Phalombe",3,12,2010
"447","309012530192",1,1,"christianity",7,0,0,18,7,0,0,7,2,5,0,0,0,7,1,0,1,1,1,1,0,38796.40234375,0,0,0,0,-15.6555995941162,35.6861000061035,47.0400009155273,52.9099998474121,14,225,1556,0,"rural","Phalombe",2,12,2010
"448","309012750011",0,0,"christianity",7,0,1,4,7,0,0,5,1,0,0,0,0,7,0,0,1,1,1,1,0,206293.09375,0,0,0,0,-15.7348003387451,35.6842002868652,34.0299987792969,57.3499984741211,16,217,1702,0,"rural","Phalombe",5,4,2010
"449","309012750032",0,0,"none",7,0,0,0,7,0,3,7,0,0,0,0,0,7,0,0,1,1,1,1,0,73778.7890625,0,0,0,0,-15.7348003387451,35.6842002868652,33.7200012207031,57.3300018310547,12,218,1694,0,"rural","Phalombe",7,4,2010
"450","309012750119",0,0,"christianity",7,0,1,24,7,0,3,7,2,1,0,0,0,7,1,1,2,2,2,2,0,234397.921875,138.888885498047,0,138.888885498047,0,-15.7348003387451,35.6842002868652,32.0299987792969,57.9700012207031,12,218,1706,0,"rural","Phalombe",3,4,2010
"451","309012750135",0,0,"christianity",7,0,1,11,7,4,0,7,4,7,0,0,0,7,0,0,3,1,3,3,0,354973.5625,1111.11108398438,0,1111.11108398438,0,-15.7348003387451,35.6842002868652,31.7900009155273,58.1599998474121,16,218,1706,0,"rural","Phalombe",7,4,2010
"452","309012750163",0,0,"christianity",7,0,1,3,4,7,1,7,3,0,0,0,0,7,0,0,1,1,1,1,0,102392.7578125,2361.11108398438,2361.11108398438,0,0,-15.7348003387451,35.6842002868652,34.0099983215332,56.75,14,219,1678,0,"rural","Phalombe",7,4,2010
"453","309012750175",0,0,"christianity",7,0,1,18,7,0,0,7,0,0,0,0,0,7,0,0,1,1,1,1,0,166669.28125,3472.22216796875,3472.22216796875,0,0,-15.7348003387451,35.6842002868652,33.2799987792969,56.9500007629395,12,218,1694,0,"rural","Phalombe",8,4,2010
"454","309012750271",0,0,"christianity",7,0,0,4,7,2,0,7,0,0,0,0,0,7,0,0,1,1,1,1,0,97228.0234375,1602.56408691406,0,0,1602.56408691406,-15.7348003387451,35.6842002868652,33.7700004577637,57.7000007629395,14,217,1702,0,"rural","Phalombe",8,4,2010
"455","309012750277",0,0,"christianity",7,0,1,0,7,0,0,7,0,0,0,0,0,7,0,0,2,2,2,2,0,99721.2890625,11111.111328125,5555.5556640625,5555.5556640625,0,-15.7348003387451,35.6842002868652,30.7399997711182,57.1399993896484,14,218,1699,0,"rural","Phalombe",8,4,2010
"456","309012750290",0,0,"christianity",7,0,0,12,7,0,0,7,0,0,0,3,0,2,0,0,2,2,2,2,0,94736.171875,0,0,0,0,-15.7348003387451,35.6842002868652,33.4300003051758,57.5900001525879,12,218,1694,0,"rural","Phalombe",4,4,2010
"457","309012750329",0,0,"christianity",7,0,0,0,7,0,0,4,2,1,0,3,3,3,1,0,1,2,1,1,0,119166.1875,0,0,0,0,-15.7348003387451,35.6842002868652,32.4599990844727,57.6199989318848,13,218,1697,0,"rural","Phalombe",9,4,2010
"458","309012750330",0,0,"christianity",7,0,0,32,7,2,4,7,5,4,0,5,7,7,1,0,2,1,2,2,0,261256.46875,0,0,0,0,-15.7348003387451,35.6842002868652,33.9199981689453,56.5400009155273,17,219,1678,0,"rural","Phalombe",9,4,2010
"459","309012750361",0,0,"christianity",5.16666666666667,0,1,0,6,1,1,6,0,0,0,0,0,6,1,0,1,1,1,1,0,217494.296875,16666.666015625,0,16666.666015625,0,-15.7348003387451,35.6842002868652,31.7700004577637,58.2900009155273,12,218,1706,0,"rural","Phalombe",5,4,2010
"460","309012750372",0,0,"christianity",7,0,1,28,7,1,3,7,4,3,1,7,7,7,1,0,2,2,2,2,0,242839.234375,587.606872558594,0,0,587.606872558594,-15.7348003387451,35.6842002868652,34.3499984741211,57.2299995422363,12,219,1681,0,"rural","Phalombe",7,4,2010
"461","309012750386",0,0,"christianity",7,0,1,32,7,2,0,7,5,2,0,5,4,7,1,0,2,2,2,2,0,143732.34375,0,0,0,0,-15.7348003387451,35.6842002868652,33.1257133483887,57.4114303588867,13.5,218.142852783203,1694.14282226562,0,"rural","Phalombe",7,4,2010
"462","309012750431",0,0,"christianity",7,0,1,0,7,1,4,7,0,0,0,1,6,7,1,0,1,1,1,1,0,126792.984375,3611.11108398438,3611.11108398438,0,0,-15.7348003387451,35.6842002868652,34.4599990844727,57.1399993896484,13,219,1681,0,"rural","Phalombe",8,4,2010
"463","309012750452",0,0,"christianity",7,0,1,90,7,3,2,7,1,4,0,5,7,7,1,0,1,1,1,1,0,240624.890625,18824.787109375,17222.22265625,0,1602.56408691406,-15.7348003387451,35.6842002868652,33.1257133483887,57.4114303588867,13.5,218.142852783203,1694.14282226562,0,"rural","Phalombe",5,4,2010
"464","309013200019",0,0,"christianity",7,0,0,48,7,1,2,7,2,7,0,0,7,7,0,0,2,1,2,2,0,241299.625,2534.11303710938,2534.11303710938,0,0,-15.7054996490479,35.6808013916016,38.75,53.6199989318848,13,222,1625,0,"rural","Phalombe",10,1,2011
"465","309013200034",0,0,"christianity",7,0,0,24,7,0,0,7,0,5,0,0,0,7,1,0,1,1,1,1,0,42575.2890625,0,0,0,0,-15.7054996490479,35.6808013916016,38.2700004577637,53.5099983215332,12,221,1633,0,"rural","Phalombe",10,1,2011
"466","309013200048",0,0,"christianity",1.4,0,0,12,7,3,1,0,6,1,0,2,7,7,0,0,2,2,2,2,0,175337.921875,0,0,0,0,-15.7054996490479,35.6808013916016,38.6500015258789,54.0900001525879,16,222,1625,0,"rural","Phalombe",10,1,2011
"467","309013200063",0,0,"christianity",7,0,1,8,7,3,0,6,5,7,0,2,5,7,0,0,1,2,1,1,0,93319.8203125,0,0,0,0,-15.7054996490479,35.6808013916016,37.560001373291,54.5,13,221,1635,0,"rural","Phalombe",10,1,2011
"468","309013200092",0,0,"christianity",7,0,0,14,7,1,0,7,2,1,0,2,0,7,0,0,2,2,2,2,0,86569.203125,0,0,0,0,-15.7054996490479,35.6808013916016,38.310001373291,54.0299987792969,12,222,1625,0,"rural","Phalombe",11,1,2011
"469","309013200107",0,0,"christianity",7,0,0,25,7,2,3,7,2,2,0,4,7,7,0,0,2,2,2,2,0,150227.5625,0,0,0,0,-15.7054996490479,35.6808013916016,36.8499984741211,55.0099983215332,13,221,1646,0,"rural","Phalombe",10,1,2011
"470","309013200122",0,0,"christianity",7,0,0,18,7,0,3,3,3,7,0,0,0,7,0,0,1,1,1,1,0,69137.078125,0,0,0,0,-15.7054996490479,35.6808013916016,37.7099990844727,53.8199996948242,12,221,1636,0,"rural","Phalombe",11,1,2011
"471","309013200136",0,0,"christianity",5,0,0,39,5,0,3,5,2,6,0,3,0,5,1,0,2,3,2,2,0,199072.890625,0,0,0,0,-15.7054996490479,35.6808013916016,37.8800010681152,54.5999984741211,14,221,1635,0,"rural","Phalombe",10,1,2011
"472","309013200166",0,0,"christianity",7,0,0,62,7,2,4,4,3,3,7,4,7,7,0,0,3,3,3,3,0,669715.8125,0,0,0,0,-15.7054996490479,35.6808013916016,38.0299987792969,54.0900001525879,12,221,1635,0,"rural","Phalombe",11,1,2011
"473","309013200180",0,0,"christianity",7,0,0,24,7,0,1,7,1,7,0,0,0,7,1,0,1,2,1,1,0,68407.7109375,0,0,0,0,-15.7054996490479,35.6808013916016,38.9300003051758,53.6800003051758,16,222,1625,0,"rural","Phalombe",11,1,2011
"474","309013200195",0,0,"christianity",7,0,0,22,7,2,3,7,1,0,0,7,7,7,1,0,2,2,2,2,0,273168.5625,506.822631835938,506.822631835938,0,0,-15.7054996490479,35.6808013916016,38.75,53.6500015258789,16,222,1625,0,"rural","Phalombe",10,1,2011
"475","309013200210",0,0,"christianity",7,0,0,18,7,3,0,2,3,1,0,7,0,7,0,0,1,2,1,1,0,119783.4140625,0,0,0,0,-15.7054996490479,35.6808013916016,38.689998626709,53.8199996948242,15,222,1625,0,"rural","Phalombe",11,1,2011
"476","309013200239",0,0,"christianity",7,0,1,30,7,0,2,5,2,5,0,5,7,7,0,1,2,2,2,2,0,75799.21875,633.528259277344,633.528259277344,0,0,-15.7054996490479,35.6808013916016,36.9700012207031,54.2000007629395,13,221,1646,0,"rural","Phalombe",11,1,2011
"477","309013200254",0,0,"none",7,0,1,15,0,2,0,0,0,7,0,0,0,0,1,0,1,2,1,1,0,47027.2890625,0,0,0,0,-15.7054996490479,35.6808013916016,36.9000015258789,54.0699996948242,16,221,1646,0,"rural","Phalombe",11,1,2011
"478","309013200268",0,0,"christianity",7,0,1,17,7,2,0,7,7,3,0,7,7,7,0,0,2,2,2,2,0,307318.78125,0,0,0,0,-15.7054996490479,35.6808013916016,37.0999984741211,53.7299995422363,14,221,1636,0,"rural","Phalombe",11,1,2011
"479","309013200298",0,0,"christianity",7,0,0,40,7,0,4,7,1,7,0,5,0,7,0,0,2,2,2,2,0,83614.1953125,0,0,0,0,-15.7054996490479,35.6808013916016,37.2000007629395,54.2200012207031,17,221,1636,0,"rural","Phalombe",10,1,2011
"480","309013800005",1,1,"christianity",7,0,1,0,7,1,2,3,3,1,3,3,7,7,0,0,2,2,2,2,0,262357.0625,7214.20654296875,0,7214.20654296875,0,-15.6309995651245,35.6973991394043,43.9300003051758,48.5999984741211,15,226,1507,0,"rural","Phalombe",11,5,2010
"481","309013800016",1,1,"christianity",7,0,1,0,7,0,0,7,2,1,0,1,1,7,0,0,1,1,1,1,0,90692.7578125,5327.4140625,1442.84130859375,0,3884.57275390625,-15.6309995651245,35.6973991394043,44.7400016784668,49.4000015258789,13,226,1519,0,"rural","Phalombe",11,5,2010
"482","309013800020",1,1,"none",6,0,1,5,6,0,0,6,0,0,0,0,0,6,1,0,1,1,1,1,0,46123.98828125,0,0,0,0,-15.6309995651245,35.6973991394043,42.439998626709,49.6500015258789,15,222,1576,0,"rural","Phalombe",11,5,2010
"483","309013800072",1,1,"christianity",7,0,0,2,7,7,0,7,3,0,0,5,0,7,0,0,3,1,3,3,0,106763.9375,7214.20654296875,7214.20654296875,0,0,-15.6309995651245,35.6973991394043,45.1399993896484,49.7599983215332,13,226,1519,0,"rural","Phalombe",13,5,2010
"484","309013800094",1,1,"christianity",7,0,0,0,7,0,0,7,0,0,0,0,0,7,0,0,2,2,2,2,0,68513.3203125,0,0,0,0,-15.6309995651245,35.6973991394043,44.9900016784668,49.5900001525879,14,226,1519,0,"rural","Phalombe",12,5,2010
"485","309013800097",1,1,"christianity",7,0,1,16,7,2,0,7,1,0,0,0,3,7,1,0,1,1,1,1,0,238376.8125,7014.4287109375,6348.501953125,0,665.9267578125,-15.6309995651245,35.6973991394043,44.8699989318848,49.5999984741211,13,226,1514,0,"rural","Phalombe",12,5,2010
"486","309013800100",1,1,"christianity",7,0,1,12,7,0,0,7,0,0,0,0,2,7,1,0,1,1,1,1,0,135119.53125,2164.26196289062,2164.26196289062,0,0,-15.6309995651245,35.6973991394043,45.2900009155273,49.9500007629395,15,226,1520,0,"rural","Phalombe",12,5,2010
"487","309013800118",1,1,"christianity",7,0,1,0,7,0,0,7,0,0,0,0,2,7,1,0,1,1,1,1,0,110152.8984375,3607.10327148438,3607.10327148438,0,0,-15.6309995651245,35.6973991394043,46.0099983215332,50.560001373291,15,225,1531,0,"rural","Phalombe",11,5,2010
"488","309013800161",1,1,"christianity",7,0,0,16,7,0,0,7,5,3,0,7,7,7,0,0,2,2,2,2,0,158414.484375,0,0,0,0,-15.6309995651245,35.6973991394043,45.3300018310547,50.0400009155273,13,226,1520,0,"rural","Phalombe",13,5,2010
"489","309013800166",1,1,"christianity",7,0,1,16,7,0,0,7,2,0,0,0,7,7,1,0,2,2,2,2,0,161935.625,14428.4130859375,0,14428.4130859375,0,-15.6309995651245,35.6973991394043,45.4099998474121,50.0699996948242,13,226,1520,0,"rural","Phalombe",13,5,2010
"490","309013800192",1,1,"christianity",7,0,0,1,7,0,2,7,1,1,0,0,0,7,1,0,2,2,2,2,0,136497.75,0,0,0,0,-15.6309995651245,35.6973991394043,46.25,50.8300018310547,15,225,1531,0,"rural","Phalombe",12,5,2010
"491","309013800197",1,1,"christianity",7,0,0,0,7,0,0,7,0,0,0,0,1,7,1,0,2,2,2,2,0,38668.1484375,0,0,0,0,-15.6309995651245,35.6973991394043,46.0099983215332,50.5900001525879,15,225,1531,0,"rural","Phalombe",13,5,2010
"492","309013800213",1,1,"christianity",7,0,1,2,7,0,0,7,0,0,0,0,0,7,1,0,1,1,1,1,0,72613.1484375,0,0,0,0,-15.6309995651245,35.6973991394043,45.0999984741211,49.7799987792969,17,226,1520,0,"rural","Phalombe",12,5,2010
"493","309013800234",1,1,"christianity",7,0,0,0,7,0,0,7,1,0,0,0,0,7,1,0,1,2,1,1,0,56917.359375,7069.92236328125,7069.92236328125,0,0,-15.6309995651245,35.6973991394043,45.9099998474121,50.4500007629395,15,225,1531,0,"rural","Phalombe",12,5,2010
"494","309013800235",1,1,"christianity",7,0,1,60,7,0,0,7,2,0,0,0,2,7,0,0,2,2,2,2,0,184912.921875,8990.01171875,8657.0478515625,0,332.96337890625,-15.6309995651245,35.6973991394043,45.9599990844727,50.4799995422363,15,225,1537,0,"rural","Phalombe",12,5,2010
"495","309013800240",1,1,"christianity",6,0,1,0,6,0,0,6,0,0,0,0,0,6,1,0,1,1,1,1,0,122930.0625,577.136535644531,0,577.136535644531,0,-15.6309995651245,35.6973991394043,45.0999984741211,49.7700004577637,17,226,1520,0,"rural","Phalombe",13,5,2010
"496","309014090004",2,1,"christianity",7,0,0,12,7,0,0,2,5,0,0,2,0,7,0,0,1,1,1,1,0,93075.984375,0,0,0,0,-15.6964998245239,35.5351982116699,28.0900001525879,44.439998626709,15,220,1563,0,"rural","Phalombe",4,8,2010
"497","309014090017",2,1,"christianity",7,0,1,4,7,4,2,7,0,0,0,0,7,7,1,0,1,2,1,1,0,124698.2265625,955.882385253906,955.882385253906,0,0,-15.6964998245239,35.5351982116699,28.1399993896484,44.3699989318848,13,220,1563,0,"rural","Phalombe",3,8,2010
"498","309014090031",2,1,"christianity",4.66666666666667,0,1,8,7,1,0,7,3,0,0,4,7,7,1,0,2,2,2,2,0,115231.453125,637.254943847656,637.254943847656,0,0,-15.6964998245239,35.5351982116699,28.3199996948242,44.3699989318848,12,220,1563,0,"rural","Phalombe",2,8,2010
"499","309014090045",2,1,"christianity",5.75,0,1,10,7,1,0,7,0,0,0,5,5,7,0,0,1,1,1,1,0,83458.625,0,0,0,0,-15.6964998245239,35.5351982116699,28.4400005340576,44.4599990844727,10,220,1563,0,"rural","Phalombe",3,8,2010
"500","309014090058",2,1,"christianity",7,0,1,3,7,3,5,7,3,2,0,3,7,7,0,0,3,2,3,3,0,106390.9296875,0,0,0,0,-15.6964998245239,35.5351982116699,27.2099990844727,46.8800010681152,15,220,1600,0,"rural","Phalombe",4,8,2010
"501","309014090086",2,1,"christianity",7,0,0,0,7,4,2,7,5,2,0,3,5,7,0,0,3,3,3,3,0,221189.03125,0,0,0,0,-15.6964998245239,35.5351982116699,28.2399997711182,44.3759994506836,14.1999998092651,220,1565.59997558594,0,"rural","Phalombe",2,8,2010
"502","309014090099",2,1,"christianity",7,0,1,0,7,0,0,3,4,0,0,1,0,7,0,0,1,2,1,1,0,100432.484375,2389.70581054688,2389.70581054688,0,0,-15.6964998245239,35.5351982116699,28.5200004577637,44.3600006103516,11,220,1563,0,"rural","Phalombe",2,8,2010
