"","case_id","year2020","continuous_treat","binary_treat","withdraw_school","agri_hours_worked","cereal_consump","roots_consump","nuts_consump","vegetables_consump","meatfish_consump","fruit_consump","milk_consump","fats_consump","sugar_consump","spices_consump","days_ate","religion","own_nonagri_business","perception_food","perception_housing","perception_clothing","perception_healthcare","floods","urban","district","sdate","smonth","syear","real_annual_consump","health_consump","drugs_consump","outpatient_consump","hospitalization_consump","lat","lon","dist_road","dist_popcenter","wetness_index","annual_mean_temp","annual_precipitation","ill_2wks","year_cont","cant_feed_fam"
"1368","311057710211",0,1,1,0,76,7,1,2,5,2,1,0,2,0,7,7,"christianity",0,"It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",1,0,"Nsanje",21,"May",2016,444872.9375,0,0,0,0,-16.826165,35.269503,0,12,13,257,936,1,2016,1
"1369","311057710225",0,1,1,0,7,4,0,1,2,2,0,0,0,1,1,7,"christianity",1,"It was less than adequate for household needs","It was just adequate for household needs","It was less than adequate for household needs","It was just adequate for household needs",0,0,"Nsanje",21,"May",2016,245714.421875,7604.21484375,1680.25146484375,0,5923.96337890625,-16.826165,35.269503,1,12,13,257,936,0,2016,1
"1370","311057710239",0,1,1,0,76,7,4,0,7,0,0,0,0,0,7,7,"none",0,"It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs","It was just adequate for household needs",1,0,"Nsanje",22,"May",2016,357015.90625,5277.712890625,0,0,5277.712890625,-16.826165,35.269503,2,12,13,257,931,1,2016,1
"1371","311057710267",0,1,1,1,54,7,0,0,2,0,0,0,7,0,7,7,"christianity",0,"It was less than adequate for household needs","It was just adequate for household needs","It was just adequate for household needs","It was just adequate for household needs",0,0,"Nsanje",20,"May",2016,899645.375,50256.75,4480.67041015625,21003.142578125,24772.9375,-16.826165,35.269503,0,12,13,256,939,1,2016,1
"1372","311057710280",0,1,1,1,70,7,0,0,5,0,0,1,2,2,7,7,"christianity",0,"It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",0,0,"Nsanje",20,"May",2016,454544.5,7981.1943359375,7981.1943359375,0,0,-16.826165,35.269503,1,12,14,257,936,1,2016,1
"1373","311057710294",0,1,1,0,48,7,0,3,7,7,3,0,7,7,7,6.4,"christianity",0,"It was less than adequate for household needs","It was just adequate for household needs","It was just adequate for household needs","It was just adequate for household needs",1,0,"Nsanje",21,"May",2016,1376548.625,16802.513671875,0,16802.513671875,0,-16.826165,35.269503,1,12,13,257,936,1,2016,1
"1374","311057710308",0,1,1,1,42,7,0,5,2,0,0,1,4,2,7,7,"christianity",0,"It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs","It was just adequate for household needs",0,0,"Nsanje",21,"May",2016,357937.59375,32420.236328125,9801.466796875,0,22618.76953125,-16.826165,35.269503,0,12,17,256,939,1,2016,1
"1375","311067720020",0,1,1,0,8,7,0,1,7,4,0,2,7,7,7,7,"christianity",0,"It was just adequate for household needs","It was more than adequate for household needs","It was just adequate for household needs","It was more than adequate for household needs",0,0,"Nsanje",3,"February",2017,896203.25,68511.828125,0,57978.84375,10532.9814453125,-16.521567,35.042003,4,51,16,261,909,1,2016,1
"1376","311067720045",0,1,1,0,12,7,0,2,3,2,0,0,3,0,7,7,"christianity",0,"It was less than adequate for household needs","It was just adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",0,0,"Nsanje",7,"February",2017,545727.9375,0,0,0,0,-16.521567,35.042003,3,51,16,261,909,0,2016,1
"1377","311067720058",0,1,1,1,20,7,0,4,3,2,0,0,5,0,7,7,"christianity",0,"It was just adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",0,0,"Nsanje",7,"February",2017,345715.78125,0,0,0,0,-16.521567,35.042003,4,51,15,261,909,0,2016,1
"1378","311067720071",0,1,1,0,16,7,0,2,4,1,0,0,3,0,7,7,"christianity",0,"It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",0,0,"Nsanje",3,"February",2017,244495.765625,0,0,0,0,-16.521567,35.042003,4,51,15,261,909,0,2016,1
"1379","311067720096",0,1,1,0,26,7,0,2,6,1,0,0,1,0,7,7,"christianity",0,"It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",0,0,"Nsanje",7,"February",2017,282502.25,1850.38854980469,1850.38854980469,0,0,-16.521567,35.042003,4,51,14,261,896,1,2016,1
"1380","311067720121",0,1,1,0,15,7,0,2,6,3,0,0,7,5,7,7,"christianity",0,"It was just adequate for household needs","It was just adequate for household needs","It was just adequate for household needs","It was just adequate for household needs",0,0,"Nsanje",3,"February",2017,1086412.125,16795.833984375,11102.3310546875,0,5693.50341796875,-16.521567,35.042003,3,51,14,261,909,1,2016,1
"1381","311067720146",0,1,1,0,5,7,0,2,3,2,0,0,5,2,7,7,"christianity",0,"It was just adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs","It was just adequate for household needs",0,0,"Nsanje",7,"February",2017,380977.34375,2467.18481445312,2467.18481445312,0,0,-16.521567,35.042003,3,51,14,261,909,0,2016,1
"1382","311067720172",0,1,1,0,155,7,0,2,5,4,0,0,7,3,7,7,"christianity",0,"It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",0,0,"Nsanje",3,"February",2017,980340.4375,40993.22265625,0,0,40993.22265625,-16.521567,35.042003,3,51,14,261,909,1,2016,1
"1383","311067720222",0,1,1,0,0,7,0,4,7,4,1,1,3,3,7,7,"christianity",0,"It was just adequate for household needs","It was just adequate for household needs","It was just adequate for household needs","It was less than adequate for household needs",0,0,"Nsanje",3,"February",2017,779779.0625,1850.38854980469,1850.38854980469,0,0,-16.521567,35.042003,4,51,14,261,909,0,2016,1
"1384","311067720247",0,1,1,0,19,5,0,3,5,2,1,0,2,1,7,7,"christianity",0,"It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs","It was just adequate for household needs",0,0,"Nsanje",7,"February",2017,465785.125,0,0,0,0,-16.521567,35.042003,4,51,16,261,909,1,2016,1
"1385","311067720273",0,1,1,0,25,7,0,3,5,3,0,2,4,0,7,7,"christianity",0,"It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",0,0,"Nsanje",3,"February",2017,509395.53125,3947.49560546875,3947.49560546875,0,0,-16.521567,35.042003,3,50,14,261,909,1,2016,1
"1386","311067720298",0,1,1,0,0,6,0,4,5,0,0,0,4,0,7,4.66666666666667,"christianity",0,"It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",0,0,"Nsanje",3,"February",2017,265501.09375,1233.59240722656,1233.59240722656,0,0,-16.521567,35.042003,4,50,13,261,911,1,2016,1
"1387","311067720323",0,1,1,0,10,7,0,5,6,0,2,0,4,0,7,7,"christianity",0,"It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",0,0,"Nsanje",8,"February",2017,589301.5625,0,0,0,0,-16.521567,35.042003,4,50,19,261,909,1,2016,1
"1388","311067720348",0,1,1,0,40,6,0,7,5,0,0,0,5,0,7,7,"christianity",0,"It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",0,0,"Nsanje",7,"February",2017,239655.078125,0,0,0,0,-16.521567,35.042003,4,51,16,261,909,0,2016,1
"1389","311067720374",0,1,1,1,168,7,0,2,7,2,3,0,7,0,7,7,"islam",0,"It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",0,0,"Nsanje",3,"February",2017,1226066.375,6167.9619140625,6167.9619140625,0,0,-16.521567,35.042003,4,51,18,261,909,1,2016,1
"1390","311067720399",0,1,1,0,86,7,0,5,5,3,0,0,7,7,7,7,"christianity",0,"It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",0,0,"Nsanje",7,"February",2017,495218.84375,0,0,0,0,-16.521567,35.042003,4,51,15,261,896,0,2016,1
"1391","311067730008",0,0,0,0,0,5,0,4,3,0,1,0,4,0,7,7,"christianity",0,"It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",0,0,"Nsanje",23,"October",2016,209288.15625,0,0,0,0,-16.5564,35.033896,1,46,13,259,976,1,2016,1
"1392","311067730023",0,0,0,0,20,7,0,2,5,1,1,0,2,0,7,7,"christianity",0,"It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",0,0,"Nsanje",23,"October",2016,299201.71875,3010.89233398438,0,0,3010.89233398438,-16.5564,35.033896,1,46,19,259,976,0,2016,1
"1393","311067730031",0,0,0,0,38,7,1,3,3,1,2,0,2,0,7,7,"christianity",0,"It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",0,0,"Nsanje",24,"October",2016,298822.90625,0,0,0,0,-16.5564,35.033896,1,46,13,259,976,1,2016,1
"1394","311067730039",0,0,0,0,8,5,1,3,3,2,2,0,4,0,7,7,"christianity",0,"It was less than adequate for household needs","It was just adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",0,0,"Nsanje",23,"October",2016,238513.0625,1565.66394042969,1565.66394042969,0,0,-16.5564,35.033896,1,46,13,259,976,1,2016,1
"1395","311067730047",0,0,0,0,10,5,0,3,2,2,2,0,3,2,7,7,"christianity",0,"It was less than adequate for household needs","It was just adequate for household needs","It was less than adequate for household needs","It was just adequate for household needs",0,0,"Nsanje",24,"October",2016,259703.59375,0,0,0,0,-16.5564,35.033896,1,46,14,259,976,1,2016,1
"1396","311067730054",0,0,0,0,0,5,0,4,3,2,1,0,4,2,2,7,"christianity",0,"It was less than adequate for household needs","It was just adequate for household needs","It was just adequate for household needs","It was just adequate for household needs",0,0,"Nsanje",24,"October",2016,258661.046875,652.359985351562,652.359985351562,0,0,-16.5564,35.033896,1,46,14,260,965,0,2016,1
"1397","311067730070",0,0,0,0,0,7,0,2,2,1,3,0,4,0,1,7,"christianity",0,"It was just adequate for household needs","It was just adequate for household needs","It was just adequate for household needs","It was just adequate for household needs",0,0,"Nsanje",23,"October",2016,538408.125,0,0,0,0,-16.5564,35.033896,1,46,13,260,965,1,2016,1
"1398","311067730078",0,0,0,1,0,7,0,4,3,1,0,0,0,0,7,7,"christianity",0,"It was just adequate for household needs","It was just adequate for household needs","It was just adequate for household needs","It was just adequate for household needs",0,0,"Nsanje",24,"October",2016,663327.4375,0,0,0,0,-16.5564,35.033896,0,46,13,260,965,1,2016,1
"1399","311067730086",0,0,0,0,0,7,2,2,7,4,1,7,7,7,7,7,"christianity",0,"It was just adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",0,0,"Nsanje",23,"October",2016,1436328.625,74864.828125,2609.43994140625,72255.390625,0,-16.5564,35.033896,0,46,18,260,965,1,2016,1
"1400","311067730102",0,0,0,0,0,7,0,7,3,0,0,0,0,0,7,7,"christianity",0,"It was just adequate for household needs","It was just adequate for household needs","It was just adequate for household needs","It was less than adequate for household needs",0,0,"Nsanje",23,"October",2016,45112.15234375,0,0,0,0,-16.5564,35.033896,1,46,14,259,976,1,2016,1
"1401","311067730110",0,0,0,0,0,7,4,3,7,1,7,0,7,7,7,7,"christianity",0,"It was just adequate for household needs","It was just adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",0,0,"Nsanje",24,"October",2016,998451.875,47070.28125,0,36532.16015625,10538.123046875,-16.5564,35.033896,1,46,13,259,976,1,2016,1
"1402","311067730117",0,0,0,0,0,7,3,2,5,2,0,0,0,0,7,7,"christianity",0,"It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",0,0,"Nsanje",23,"October",2016,171476.390625,0,0,0,0,-16.5564,35.033896,1,46,14,259,976,1,2016,1
"1403","311067730132",0,0,0,0,78,7,2,3,4,2,1,0,2,0,7,7,"christianity",0,"It was less than adequate for household needs","It was just adequate for household needs","It was less than adequate for household needs","It was just adequate for household needs",0,0,"Nsanje",23,"October",2016,257840.421875,0,0,0,0,-16.5564,35.033896,0,46,22,260,965,0,2016,1
"1404","311067730140",0,0,0,0,0,7,4,5,4,0,0,0,0,0,7,7,"christianity",0,"It was just adequate for household needs","It was just adequate for household needs","It was just adequate for household needs","It was just adequate for household needs",0,0,"Nsanje",23,"October",2016,140900.1875,6523.60009765625,6523.60009765625,0,0,-16.5564,35.033896,1,46,13,260,965,1,2016,1
"1405","311067730148",0,0,0,1,0,7,0,4,1,1,1,0,7,0,7,7,"christianity",0,"It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",0,0,"Nsanje",23,"October",2016,783247.8125,0,0,0,0,-16.5564,35.033896,1,46,13,259,976,1,2016,1
"1406","311067730163",0,0,0,0,0,5,0,1,2,1,2,0,2,0,7,7,"christianity",0,"It was just adequate for household needs","It was just adequate for household needs","It was just adequate for household needs","It was just adequate for household needs",0,0,"Nsanje",24,"October",2016,1107870.25,0,0,0,0,-16.5564,35.033896,1,46,14,260,965,1,2016,1
"1407","311067740006",0,5,1,0,0,7,0,5,4,0,0,0,4,0,7,7,"christianity",0,"It was just adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",1,0,"Nsanje",8,"April",2017,172523.140625,0,0,0,0,-16.592197,35.129116,0,36,14,258,1005,0,2016,1
"1408","311067740017",0,5,1,1,41,7,0,3,4,2,0,7,7,5,7,7,"christianity",0,"It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs","It was just adequate for household needs",1,0,"Nsanje",8,"April",2017,643114.0625,0,0,0,0,-16.592197,35.129116,0,54,19,261,795,1,2016,1
"1409","311067740027",0,5,1,0,10,7,0,3,2,1,0,0,5,0,7,7,"christianity",0,"It was just adequate for household needs","It was just adequate for household needs","It was just adequate for household needs","It was just adequate for household needs",0,0,"Nsanje",7,"April",2017,648375.3125,0,0,0,0,-16.592197,35.129116,0,36,14,258,1005,1,2016,1
"1410","311067740038",0,5,1,1,104,7,0,3,2,4,0,5,7,5,7,7,"christianity",0,"It was just adequate for household needs","It was just adequate for household needs","It was just adequate for household needs","It was less than adequate for household needs",0,0,"Nsanje",7,"April",2017,1990033.125,0,0,0,0,-16.592197,35.129116,1,55,14,262,793,1,2016,1
"1411","311067740048",0,5,1,0,28,7,0,4,3,2,0,7,7,7,7,7,"christianity",0,"It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",0,0,"Nsanje",7,"April",2017,877712.6875,2302.69091796875,1301.52099609375,0,1001.17004394531,-16.592197,35.129116,0,36,14,258,1005,1,2016,1
"1412","311067740059",0,5,1,1,8,7,0,2,3,5,0,0,4,7,7,6,"christianity",0,"It was just adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",0,0,"Nsanje",7,"April",2017,481212.375,13015.2109375,13015.2109375,0,0,-16.592197,35.129116,0,36,13,258,1005,1,2016,1
"1413","311067740069",0,5,1,0,27,7,0,4,5,1,0,0,3,3,7,7,"christianity",0,"It was less than adequate for household needs","It was more than adequate for household needs","It was less than adequate for household needs","It was more than adequate for household needs",0,0,"Nsanje",7,"April",2017,445665.15625,0,0,0,0,-16.592197,35.129116,0,35,21,258,1005,0,2016,1
"1414","311067740080",0,5,1,0,16,7,0,2,4,6,0,0,2,2,7,7,"christianity",0,"It was just adequate for household needs","It was just adequate for household needs","It was just adequate for household needs","It was just adequate for household needs",0,0,"Nsanje",8,"April",2017,855219.4375,2603.0419921875,2603.0419921875,0,0,-16.592197,35.129116,0,36,13,258,1005,1,2016,1
"1415","311067740091",0,5,1,0,4,7,0,2,5,2,0,0,2,0,7,7,"christianity",0,"It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",0,0,"Nsanje",8,"April",2017,244693.359375,0,0,0,0,-16.592197,35.129116,0,36,14,258,1005,1,2016,1
"1416","311067740101",0,5,1,0,0,7,0,2,4,1,0,0,0,0,7,7,"none",0,"It was less than adequate for household needs","It was more than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",0,0,"Nsanje",7,"April",2017,184667.75,0,0,0,0,-16.592197,35.129116,0,36,14,258,1017,1,2016,1
"1417","311067740112",0,5,1,0,24,7,0,2,3,4,0,0,5,0,7,7,"christianity",0,"It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",0,0,"Nsanje",7,"April",2017,710995.625,0,0,0,0,-16.592197,35.129116,0,36,15,258,1006,1,2016,1
"1418","311067740122",0,5,1,0,5,7,0,2,5,2,0,0,5,0,7,7,"christianity",0,"It was less than adequate for household needs","It was just adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",0,0,"Nsanje",7,"April",2017,717006.1875,0,0,0,0,-16.592197,35.129116,0,36,14,258,1017,1,2016,1
"1419","311067740133",0,5,1,0,0,7,0,2,5,2,0,0,2,1,7,7,"christianity",0,"It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs","It was just adequate for household needs",0,0,"Nsanje",7,"April",2017,528350.875,4805.6162109375,1301.52099609375,0,3504.09521484375,-16.592197,35.129116,0,36,16,258,1006,1,2016,1
"1420","311067740143",0,5,1,0,0,5,0,4,4,2,0,0,2,1,7,7,"christianity",0,"It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs","It was more than adequate for household needs",0,0,"Nsanje",7,"April",2017,575551.3125,0,0,0,0,-16.592197,35.129116,0,36,13,258,1006,0,2016,1
"1421","311067740154",0,5,1,0,5,5,0,2,4,2,0,0,4,2,7,7,"christianity",0,"It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs","It was just adequate for household needs",0,0,"Nsanje",8,"April",2017,444249.40625,0,0,0,0,-16.592197,35.129116,0,36,15,258,1006,0,2016,1
"1422","311067740164",0,5,1,0,28,5,0,2,4,1,1,0,2,0,7,7,"christianity",0,"It was just adequate for household needs","It was just adequate for household needs","It was just adequate for household needs","It was less than adequate for household needs",0,0,"Nsanje",7,"April",2017,232790.125,0,0,0,0,-16.592197,35.129116,0,36,13,258,1006,0,2016,1
"1423","311067750014",0,3,1,0,40,7,0,2,7,3,1,5,7,7,7,7,"christianity",0,"It was just adequate for household needs","It was just adequate for household needs","It was just adequate for household needs","It was just adequate for household needs",0,0,"Nsanje",9,"June",2016,2190371.75,47201.4140625,47201.4140625,0,0,-16.579039,35.102457,0,42,13,258,992,1,2016,1
"1424","311067750028",0,3,1,0,0,7,0,1,6,2,1,0,4,5,7,7,"christianity",0,"It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",0,0,"Nsanje",9,"June",2016,630357.75,2736.31372070312,2736.31372070312,0,0,-16.579039,35.102457,1,43,16,258,1003,1,2016,1
"1425","311067750056",0,3,1,0,0,7,0,2,4,2,0,0,3,2,7,5.25,"christianity",0,"It was less than adequate for household needs","It was just adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",0,0,"Nsanje",9,"June",2016,438935.59375,12723.859375,12723.859375,0,0,-16.579039,35.102457,1,43,16,259,1005,1,2016,1
"1426","311067750070",0,3,1,0,0,7,0,2,3,3,1,0,3,3,7,7,"islam",0,"It was just adequate for household needs","It was just adequate for household needs","It was just adequate for household needs","It was just adequate for household needs",0,0,"Nsanje",10,"June",2016,534377.5,1094.52551269531,1094.52551269531,0,0,-16.579039,35.102457,0,42,13,258,992,0,2016,0
"1427","311067750083",0,3,1,1,0,7,6,1,7,5,1,0,7,7,7,5.6,"christianity",1,"It was just adequate for household needs","It was just adequate for household needs","It was just adequate for household needs","It was just adequate for household needs",0,0,"Nsanje",10,"June",2016,1567167.875,8419.4267578125,0,0,8419.4267578125,-16.579039,35.102457,0,42,13,258,992,1,2016,1
"1428","311067750097",0,3,1,0,0,7,0,2,5,3,0,0,7,7,7,7,"christianity",0,"It was just adequate for household needs","It was just adequate for household needs","It was just adequate for household needs","It was just adequate for household needs",0,0,"Nsanje",9,"June",2016,1891170.25,0,0,0,0,-16.579039,35.102457,1,42,13,258,1003,1,2016,1
"1429","311067750112",0,3,1,0,30,7,2,2,7,0,0,0,1,1,7,7,"christianity",0,"It was just adequate for household needs","It was less than adequate for household needs","It was just adequate for household needs","It was just adequate for household needs",0,0,"Nsanje",9,"June",2016,408572.71875,86877.9609375,4788.54931640625,82089.4140625,0,-16.579039,35.102457,1,43,20,258,1003,1,2016,1
"1430","311067750125",0,3,1,0,0,7,1,3,7,2,2,2,7,2,7,7,"christianity",1,"It was just adequate for household needs","It was less than adequate for household needs","It was just adequate for household needs","It was less than adequate for household needs",1,0,"Nsanje",9,"June",2016,1153202.75,52674.0390625,10945.2548828125,41728.78515625,0,-16.579039,35.102457,1,43,15,258,1003,1,2016,1
"1431","311067750168",0,3,1,1,0,7,3,0,3,3,0,0,2,1,7,6.36363636363636,"christianity",0,"It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs","It was just adequate for household needs",0,0,"Nsanje",9,"June",2016,351346.09375,6840.78466796875,6840.78466796875,0,0,-16.579039,35.102457,0,42,16,258,1003,1,2016,1
"1432","311067750195",0,3,1,0,0,7,1,1,2,1,0,0,2,0,2,7,"christianity",0,"It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",0,0,"Nsanje",10,"June",2016,671422.5625,128148.9453125,20795.984375,94402.828125,12950.1318359375,-16.579039,35.102457,1,43,13,259,1005,1,2016,1
"1433","311067750223",0,3,1,1,0,7,0,0,7,0,0,0,7,7,7,7,"christianity",0,"It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",0,0,"Nsanje",9,"June",2016,365321,14776.0947265625,14776.0947265625,0,0,-16.579039,35.102457,0,42,13,258,1003,1,2016,1
"1434","311067750236",0,3,1,0,8,7,0,0,0,2,0,0,0,3,7,7,"christianity",0,"It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",0,0,"Nsanje",10,"June",2016,195054.75,27363.138671875,0,27363.138671875,0,-16.579039,35.102457,1,43,15,258,1003,1,2016,1
"1435","311067750250",0,3,1,0,0,3,7,0,3,0,0,0,0,0,3,7,"christianity",0,"It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",0,0,"Nsanje",10,"June",2016,174663.15625,0,0,0,0,-16.579039,35.102457,1,43,17,258,1030,1,2016,1
"1436","311067750264",0,3,1,1,74,7,2,1,7,1,0,0,0,0,7,5.25,"christianity",0,"It was less than adequate for household needs","It was just adequate for household needs","It was less than adequate for household needs","It was just adequate for household needs",0,0,"Nsanje",10,"June",2016,274796.84375,1641.78833007812,1641.78833007812,0,0,-16.579039,35.102457,1,43,13,259,1005,1,2016,1
"1437","311067750278",0,3,1,0,0,7,0,2,7,2,0,0,7,5,7,7,"christianity",0,"It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs","It was just adequate for household needs",0,0,"Nsanje",10,"June",2016,1411429.125,0,0,0,0,-16.579039,35.102457,1,43,14,258,1030,1,2016,1
"1438","311067750291",0,3,1,0,0,7,0,0,4,1,0,0,0,0,2,7,"christianity",0,"It was less than adequate for household needs","It was just adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",0,0,"Nsanje",10,"June",2016,160504.296875,1368.15686035156,1368.15686035156,0,0,-16.579039,35.102457,1,43,13,259,1005,1,2016,1
"1439","311067760003",0,1,1,1,16,7,0,0,7,0,0,0,0,0,7,6.75,"christianity",0,"It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",0,0,"Nsanje",15,"February",2017,313406.96875,2467.18481445312,2467.18481445312,0,0,-16.648067,35.113616,4,36,13,257,1066,1,2016,1
"1440","311067760006",0,1,1,0,21,7,0,2,4,1,0,0,4,0,7,7,"christianity",0,"It was less than adequate for household needs","It was just adequate for household needs","It was just adequate for household needs","It was just adequate for household needs",0,0,"Nsanje",15,"February",2017,481424.09375,2467.18481445312,2467.18481445312,0,0,-16.648067,35.113616,4,36,13,257,1066,1,2016,1
"1441","311067760009",0,1,1,0,0,7,0,0,7,0,0,0,0,0,7,7,"christianity",0,"It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",0,0,"Nsanje",15,"February",2017,192164.46875,0,0,0,0,-16.648067,35.113616,4,36,14,257,1066,1,2016,1
"1442","311067760010",0,1,1,0,0,7,0,0,7,0,0,0,4,0,7,5.6,"none",0,"It was less than adequate for household needs","It was just adequate for household needs","It was just adequate for household needs","It was just adequate for household needs",0,0,"Nsanje",14,"February",2017,345375.28125,2846.75170898438,0,0,2846.75170898438,-16.648067,35.113616,4,36,14,256,1060,1,2016,1
"1443","311067760013",0,1,1,1,28,5,0,1,4,0,0,0,1,0,7,7,"none",0,"It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs","It was just adequate for household needs",0,0,"Nsanje",14,"February",2017,379134.71875,3416.10205078125,2467.18481445312,0,948.917236328125,-16.648067,35.113616,4,36,13,256,1060,1,2016,1
"1444","311067760016",0,1,1,0,0,5,1,0,3,2,1,1,2,2,7,7,"christianity",0,"It was just adequate for household needs","It was just adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",0,0,"Nsanje",14,"February",2017,419625.84375,0,0,0,0,-16.648067,35.113616,4,36,13,257,1066,1,2016,1
"1445","311067760020",0,1,1,1,16,4,0,0,5,1,0,0,2,0,7,7,"christianity",0,"It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",0,0,"Nsanje",15,"February",2017,394210.71875,1708.05102539062,0,0,1708.05102539062,-16.648067,35.113616,4,36,13,256,1060,1,2016,1
"1446","311067760023",0,1,1,0,0,5,0,0,5,2,0,0,0,0,7,7,"christianity",0,"It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",0,0,"Nsanje",14,"February",2017,418945.9375,0,0,0,0,-16.648067,35.113616,4,36,14,256,1060,1,2016,1
"1447","311067760026",0,1,1,0,13,5,0,0,5,3,0,0,2,0,7,4.66666666666667,"christianity",0,"It was less than adequate for household needs","It was just adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",0,0,"Nsanje",15,"February",2017,265403.8125,11197.2236328125,0,0,11197.2236328125,-16.648067,35.113616,4,36,13,256,1060,1,2016,1
"1448","311067760030",0,1,1,0,64,7,0,5,5,3,0,0,4,0,7,7,"christianity",0,"It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",0,0,"Nsanje",14,"February",2017,482818.8125,0,0,0,0,-16.648067,35.113616,5,35,13,255,1048,0,2016,1
"1449","311067760031",0,1,1,0,36,5,0,0,6,2,0,0,5,0,7,7,"christianity",0,"It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",0,0,"Nsanje",15,"February",2017,230552.609375,3700.77709960938,3700.77709960938,0,0,-16.648067,35.113616,5,35,13,255,1048,1,2016,1
"1450","311067760037",0,1,1,0,20,4,0,0,4,0,0,0,0,0,4,7,"none",0,"It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs","It was less than adequate for household needs",0,0,"Nsanje",14,"February",2017,119765.2109375,0,0,0,0,-16.648067,35.113616,4,36,14,256,1060,0,2016,1
